Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
LoginTestSuite_DefaultProfile,Chrome 125.0.0.0,,,25-05-2024 12:10:26,25-05-2024 12:10:32,6.151s,PASSED
,,,,,,,
Test Cases/Login,Chrome 125.0.0.0,,,25-05-2024 12:10:26,25-05-2024 12:10:32,5.976s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,25-05-2024 12:10:26,25-05-2024 12:10:28,1.754s,PASSED
navigateToUrl(BaseURL),Chrome 125.0.0.0,,,25-05-2024 12:10:28,25-05-2024 12:10:29,1.090s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/LoginTestcase/Page_JPetStore Demo/a_Enter the Store""), 0)",Chrome 125.0.0.0,,,25-05-2024 12:10:29,25-05-2024 12:10:30,0.412s,PASSED
"verifyElementText(findTestObject(""Object Repository/LoginTestcase/Page_JPetStore Demo/sub_Copyright www.mybatis.org""), ""Copyright www.mybatis.org"")",Chrome 125.0.0.0,,,25-05-2024 12:10:30,25-05-2024 12:10:30,0.375s,PASSED
"verifyElementText(findTestObject(""Object Repository/LoginTestcase/Page_JPetStore Demo/h2_Welcome to JPetStore 6""), ""Welcome to JPetStore 6"")",Chrome 125.0.0.0,,,25-05-2024 12:10:30,25-05-2024 12:10:30,0.318s,PASSED
"click(findTestObject(""Object Repository/LoginTestcase/Page_JPetStore Demo/a_Enter the Store""))",Chrome 125.0.0.0,,,25-05-2024 12:10:30,25-05-2024 12:10:31,1.137s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/LoginTestcase/Page_JPetStore Demo/a_Sign In""), 0)",Chrome 125.0.0.0,,,25-05-2024 12:10:31,25-05-2024 12:10:32,0.322s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,25-05-2024 12:10:32,25-05-2024 12:10:32,0.289s,PASSED
